study_site,decade,year_first,year_last,log_area1_ci_2.5,log_area1_ci_50,log_area1_ci_97.5,log_area2_ci_2.5,log_area2_ci_50,log_area2_ci_97.5,trend_ci_2.5,trend_ci_50,trend_ci_97.5,area_change_ci_2.5,area_change_ci_50,area_change_ci_97.5,est_area1,est_area2,site_groupings,studyid,site,year,area,log_area,max_area,max_plus_0.1,apriori_cat,depth_cat,lh,lat_zone2,duration,lat,lon,dom_species,bioregion,site_duplication,decade_time_points,measurement_cat,tidied_drivers,att_method,bioregion_colours
W1_Chincoteague.Bay,1990,1990,1999.99,7.602981202768262,8.000640738662591,8.413162208811194,8.284378905648605,8.675461241689932,9.062369749142162,1.3739506053709745,7.1095910858423705,12.695263150502324,564.7007006652279,2868.2341541492283,5603.806894120919,2982.8686141165376,5857.400841025821,Maryland Coastal Bays,W1,Chincoteague Bay,1986,2100,7.745002803515839,6900,7110,increase,mixed,O,Temperate,17,38.0223002,-75.3088757,zostera marina,Temperate North Atlantic West,yes,3,aerial photography,wasting disease; water quality,"visual, descriptive",#D95F02
W1_Chincoteague.Bay,2000,2000,2003.99,8.284685884250854,8.676039998642747,9.063284918925758,8.087843920498202,8.72063990674461,9.325971606829153,-9.148879145132476,1.220003575622297,13.101751282812492,-1765.6258079699226,281.5948909258964,3937.04912908224,5860.791833673617,6128.099245750251,Maryland Coastal Bays,W1,Chincoteague Bay,1986,2100,7.745002803515839,6900,7110,increase,mixed,O,Temperate,17,38.0223002,-75.3088757,zostera marina,Temperate North Atlantic West,yes,3,aerial photography,wasting disease; water quality,"visual, descriptive",#D95F02
W1_Sinepuxent.Bay,1980,1986,1989.99,3.5198737025437214,4.178238075949646,4.89689762545229,4.43685648376503,4.875382442452383,5.314721581279727,2.04926363880423,19.220126988568452,39.28136491278626,8.696608833846968,64.86033193467492,125.61889322720646,65.25078494570286,131.02425286667835,Maryland Coastal Bays,W1,Sinepuxent Bay,1986,29,3.462606009790799,743,745.9,increase,mixed,O,Temperate,17,38.238449,-75.149477,zostera marina,Temperate North Atlantic West,yes,3,aerial photography,wasting disease; water quality,"visual, descriptive",#D95F02
W1_Sinepuxent.Bay,1990,1990,1999.99,4.439743043623475,4.877448671539007,5.316679189204467,5.992970515122378,6.411822055552786,6.822143872910524,9.130063546591174,16.65241042346547,24.25781935246866,244.1865796703162,479.71665674131754,798.2053180135562,131.29525887283367,609.0023068006884,Maryland Coastal Bays,W1,Sinepuxent Bay,1986,29,3.462606009790799,743,745.9,increase,mixed,O,Temperate,17,38.238449,-75.149477,zostera marina,Temperate North Atlantic West,yes,3,aerial photography,wasting disease; water quality,"visual, descriptive",#D95F02
W1_Sinepuxent.Bay,2000,2000,2003.99,5.993256381178609,6.413345262561419,6.823563781503776,5.812680045729139,6.579865149753063,7.381877392493743,-12.156279729733996,4.431530491090829,23.657870789225132,-256.9409569183682,107.96672585206855,827.5282872807247,609.9306502328,720.4421708937444,Maryland Coastal Bays,W1,Sinepuxent Bay,1986,29,3.462606009790799,743,745.9,increase,mixed,O,Temperate,17,38.238449,-75.149477,zostera marina,Temperate North Atlantic West,yes,3,aerial photography,wasting disease; water quality,"visual, descriptive",#D95F02
W1_Southern.Delmarva.Coastal.Bays,2000,2001,2003.99,2.4050200268289235,3.381271364373052,4.402723493848735,4.177943672095846,5.760147462564682,7.358002771785097,5.61161720337123,120.58392986310074,355.97509545143765,9.134953383913933,285.7097271814099,1527.6123225365948,29.408135812332603,317.39512936690244,Virginia Coastal Bays,W1,Southern Delmarva Coastal Bays,2001,20,3.091042453358316,158,160,increase,mixed,O,Temperate,2,37.2762496,-75.8203587,zostera marina,Temperate North Atlantic West,yes,3,aerial photography,wasting disease; water quality; restoration (seeding),"inferential, visual, descriptive",#D95F02
W31_Central.Basin..Waquoit.Bay,1980,1987,1989.99,2.021847535490707,2.7212943502585056,3.4408229032911093,1.7536287749414374,2.3797799355826603,2.9577937164936667,-30.007897048025832,-11.420954274329992,12.53897883657476,-18.937056290180912,-4.372690029102883,4.094948730621287,15.199983620584204,10.802525350890702,Waquoit Bay,W31,"Central Basin, Waquoit Bay",1987,23.2,3.1688448912626357,23.2,23.779999999999998,decrease,unspecified,O,Temperate,5,41.562125,-70.522534,zostera marina,Temperate North Atlantic West,yes,3,aerial photography,coastal development (housing); nutrients,"correlation?(used linear regression to analyze), visual",#D95F02
W31_Central.Basin..Waquoit.Bay,1990,1990,1992.99,1.7525088824575126,2.378282650793222,2.9591154717643633,0.9270880046341737,2.0246933726934992,3.1055002200863586,-29.063769747654334,-11.036322783579566,11.56939045865296,-7.199650274681907,-2.891705238963814,5.242794522069916,10.786362996838214,7.573788258261873,Waquoit Bay,W31,"Central Basin, Waquoit Bay",1987,23.2,3.1688448912626357,23.2,23.779999999999998,decrease,unspecified,O,Temperate,5,41.562125,-70.522534,zostera marina,Temperate North Atlantic West,yes,3,aerial photography,coastal development (housing); nutrients,"correlation?(used linear regression to analyze), visual",#D95F02
W31_Eel.Pond..Waquoit.Bay,1980,1987,1989.99,2.079065193523175,2.8596152947726967,3.6767398346395472,1.3967808572620066,1.9471160760055293,2.493027912924036,-41.886684679855705,-26.469590456392652,-6.704334015669647,-30.656365301218166,-10.43194623722803,-1.4855775166796252,17.45481068786162,7.0084465806074805,W31,W31,"Eel Pond, Waquoit Bay",1987,14.3,2.66486430365261,14.3,14.366000000000001,decrease,unspecified,O,Temperate,13,41.562698,-70.537058,zostera marina,Temperate North Atlantic West,no,3,aerial photography,coastal development (housing); nutrients,"correlation?(used linear regression to analyze), visual",#D95F02
W31_Eel.Pond..Waquoit.Bay,1990,1990,1999.99,1.3931700836855516,1.944624158350291,2.4901013904437965,-3.775480605534502,-2.6996170040664746,-1.620810697585003,-44.49985694834089,-37.058259994113286,-28.198017013757656,-12.020519257835169,-6.910992814339912,-3.957331203707908,6.991003850786777,0.06723125710751897,W31,W31,"Eel Pond, Waquoit Bay",1987,14.3,2.66486430365261,14.3,14.366000000000001,decrease,unspecified,O,Temperate,13,41.562698,-70.537058,zostera marina,Temperate North Atlantic West,no,3,aerial photography,coastal development (housing); nutrients,"correlation?(used linear regression to analyze), visual",#D95F02
W31_Eel.Pond..Waquoit.Bay,2000,2000,2000.99,-3.781763012964487,-2.7042234584963287,-1.6233188368180573,-4.496064027373562,-3.2396938381866525,-1.8512812177209474,-57.40014695680638,-40.91380639062041,-20.074045298062778,-0.060270888348966815,-0.025795679987179167,-0.010777696075275742,0.06692227159560575,0.039175887423830616,W31,W31,"Eel Pond, Waquoit Bay",1987,14.3,2.66486430365261,14.3,14.366000000000001,decrease,unspecified,O,Temperate,13,41.562698,-70.537058,zostera marina,Temperate North Atlantic West,no,3,aerial photography,coastal development (housing); nutrients,"correlation?(used linear regression to analyze), visual",#D95F02
W31_Great.River..Waquoit.Bay,1980,1987,1989.99,1.6872863790886825,2.381644821744567,3.162689858664208,1.4057612575974947,1.972400960192699,2.5759821962191984,-31.357355832615944,-12.542612593724012,11.479376513496227,-13.81243984578305,-3.439664883072894,2.753158319626779,10.822689627127142,7.187913681777013,Waquoit Bay,W31,"Great River, Waquoit Bay",1987,14.4,2.695977619867941,14.4,14.82,decrease,unspecified,O,Temperate,5,41.55833333,-70.51305556,zostera marina,Temperate North Atlantic West,yes,3,aerial photography,coastal development (housing); nutrients,"correlation?(used linear regression to analyze), visual",#D95F02
W31_Great.River..Waquoit.Bay,1990,1990,1992.99,1.4046570871070256,1.9698184113040695,2.578685747602863,0.5135823416416079,1.6082417355573333,2.7009517685487845,-30.379115260552958,-12.215588701284851,10.754561036722652,-5.1651887463741994,-2.177346526274075,3.5347400095958825,7.169374492771572,4.994022691288111,Waquoit Bay,W31,"Great River, Waquoit Bay",1987,14.4,2.695977619867941,14.4,14.82,decrease,unspecified,O,Temperate,5,41.55833333,-70.51305556,zostera marina,Temperate North Atlantic West,yes,3,aerial photography,coastal development (housing); nutrients,"correlation?(used linear regression to analyze), visual",#D95F02
W31_Hamblin.Pond..Waquoit.Bay,1980,1987,1989.99,2.144684064266411,2.7560062350361454,3.383391527167376,2.1054744743755043,2.628243958210094,3.131574298041841,-13.289056506028805,-4.039454475197735,5.963569483273959,-9.036702591963765,-1.714311851484581,2.413201408661674,15.736867926482127,13.849428361035052,Hamblin/Jehu Ponds and Great and Little Rivers,W31,"Hamblin Pond, Waquoit Bay",1987,17.3,2.8875901149342877,19.3,19.95,decrease,unspecified,O,Temperate,10,41.572784,-70.50743,zostera marina,Temperate North Atlantic West,yes,3,aerial photography,coastal development (housing); nutrients,"correlation?(used linear regression to analyze), visual",#D95F02
W31_Hamblin.Pond..Waquoit.Bay,1990,1990,1997.99,2.1053593595065285,2.6276878904086125,3.1302004289549723,1.2029520358343258,2.138487473961941,3.1667518411917066,-15.780799418625188,-5.63586140243309,6.268097653894279,-13.937779575633463,-4.987933011714228,8.610503246949294,13.841729280658294,8.486591725494256,Hamblin/Jehu Ponds and Great and Little Rivers,W31,"Hamblin Pond, Waquoit Bay",1987,17.3,2.8875901149342877,19.3,19.95,decrease,unspecified,O,Temperate,10,41.572784,-70.50743,zostera marina,Temperate North Atlantic West,yes,3,aerial photography,coastal development (housing); nutrients,"correlation?(used linear regression to analyze), visual",#D95F02
W31_Jehu.Pond..Waquoit.Bay,1980,1987,1989.99,1.4690258375582694,2.1487757162339,2.791674893606065,1.3109895771541313,1.826767545931689,2.346721955825665,-21.13210834196291,-10.080443696396257,1.8776472501922916,-7.591832139201848,-2.298663703842308,0.3203190614629702,8.574354525579695,6.213768439361203,Hamblin/Jehu Ponds and Great and Little Rivers,W31,"Jehu Pond, Waquoit Bay",1987,11.8,2.4849066497880004,11.8,12,decrease,unspecified,O,Temperate,10,41.567042,-70.497175,zostera marina,Temperate North Atlantic West,yes,3,aerial photography,coastal development (housing); nutrients,"correlation?(used linear regression to analyze), visual",#D95F02
W31_Jehu.Pond..Waquoit.Bay,1990,1990,1997.99,1.3113337199787478,1.8256330090140842,2.3460722759041044,-0.3003416482644858,0.7862015729980238,1.8560362296862984,-23.77107958719387,-12.279742536268317,0.305621594516834,-7.93258812971044,-3.9235386856532672,0.14337743381783444,6.206722687257996,2.1950428610220625,Hamblin/Jehu Ponds and Great and Little Rivers,W31,"Jehu Pond, Waquoit Bay",1987,11.8,2.4849066497880004,11.8,12,decrease,unspecified,O,Temperate,10,41.567042,-70.497175,zostera marina,Temperate North Atlantic West,yes,3,aerial photography,coastal development (housing); nutrients,"correlation?(used linear regression to analyze), visual",#D95F02
W31_Offshore..Waquoit.Bay,1980,1987,1989.99,-0.6151140687632588,-0.058418259547621684,0.494031380262899,-0.5661413554005279,-0.013113100916345053,0.5348152069395582,0.37679324062293296,1.4320148564290647,2.5695406247428614,0.010497335990153586,0.04050849498097353,0.09193425116445748,0.9432553393667196,0.986972501213169,W31,W31,"Offshore, Waquoit Bay",1987,1,0.0769610411361284,1,1.08,decrease,unspecified,O,Temperate,5,41.546062,-70.525717,zostera marina,Temperate North Atlantic West,no,3,aerial photography,coastal development (housing); nutrients,"correlation?(used linear regression to analyze), visual",#D95F02
W31_Offshore..Waquoit.Bay,1990,1990,1992.99,-0.5659357994001321,-0.0129508850236107,0.534855195778545,-0.5396657424467219,0.02231562308187304,0.5746361231022878,0.20826421442945056,1.248687644987534,2.2512389602595997,0.006073859835941079,0.0359222914524876,0.09092866923372661,0.987132616824855,1.0225664791263804,W31,W31,"Offshore, Waquoit Bay",1987,1,0.0769610411361284,1,1.08,decrease,unspecified,O,Temperate,5,41.546062,-70.525717,zostera marina,Temperate North Atlantic West,no,3,aerial photography,coastal development (housing); nutrients,"correlation?(used linear regression to analyze), visual",#D95F02
W31_Tim.s.Pond..Waquoit.Bay,1980,1987,1989.99,0.4129414117607178,0.945746482345291,1.4496265132902098,0.45065283384631905,0.9889507168324189,1.4978746303208865,0.3921216493591284,1.430034886776077,2.5856368806901155,0.026827190632636323,0.10683657297419957,0.24416780533239182,2.5747346553635504,2.6884120863174426,W31,W31,"Tim's Pond, Waquoit Bay",1987,2.4,0.9669838461896731,2.6,2.83,decrease,unspecified,O,Temperate,5,41.553333,-70.53955,zostera marina,Temperate North Atlantic West,no,3,aerial photography,coastal development (housing); nutrients,"correlation?(used linear regression to analyze), visual",#D95F02
W31_Tim.s.Pond..Waquoit.Bay,1990,1990,1992.99,0.45084635877151735,0.9891391921387266,1.4980261585684103,0.48298182468116574,1.02585244402521,1.5381444896990621,0.22892470727046701,1.2365118956840004,2.2463639088766203,0.014742522540405197,0.09577776823278805,0.23763706543135107,2.688918833362045,2.7894723163632307,W31,W31,"Tim's Pond, Waquoit Bay",1987,2.4,0.9669838461896731,2.6,2.83,decrease,unspecified,O,Temperate,5,41.553333,-70.53955,zostera marina,Temperate North Atlantic West,no,3,aerial photography,coastal development (housing); nutrients,"correlation?(used linear regression to analyze), visual",#D95F02
W32_Ninigret.Pond..Rhode.Island,1960,1960,1969.99,5.653426432593169,6.266698149323323,6.819190926104147,5.4388644057987765,6.025593392770654,6.574939059925449,-3.722461259840747,-2.3058448022679476,-0.8703227767262904,-247.08148613176044,-107.27637511296072,-30.98025808439359,526.7353021096676,413.88716682216256,W32,W32,"Ninigret Pond, Rhode Island",1960,520,6.311734809152915,520,551,decrease,unspecified,O,Temperate,32,41.355384,-71.673691,zostera marina,Temperate North Atlantic West,no,1,aerial photography,coastal development (housing),"visual, descriptive",#D95F02
W32_Ninigret.Pond..Rhode.Island,1970,1970,1979.99,5.438885922078302,6.025347415243651,6.574756274866619,5.33757708667748,5.913614477781201,6.507073050433919,-2.436035186347854,-1.0908255760601782,0.2865848188811775,-118.36460854451269,-41.96986508303013,11.714795927398486,413.7853724004927,370.0412469917871,W32,W32,"Ninigret Pond, Rhode Island",1960,520,6.311734809152915,520,551,decrease,unspecified,O,Temperate,32,41.355384,-71.673691,zostera marina,Temperate North Atlantic West,no,1,aerial photography,coastal development (housing),"visual, descriptive",#D95F02
W32_Ninigret.Pond..Rhode.Island,1980,1980,1989.99,5.337636323681767,5.913648318767805,6.507126963477075,5.421045122637198,6.021682419683481,6.619502931272473,0.017314256872143517,1.0209993601168699,2.130772033913362,0.40583143640968355,38.7758694563816,104.67995075162167,370.0537697645598,412.2716264782339,W32,W32,"Ninigret Pond, Rhode Island",1960,520,6.311734809152915,520,551,decrease,unspecified,O,Temperate,32,41.355384,-71.673691,zostera marina,Temperate North Atlantic West,no,1,aerial photography,coastal development (housing),"visual, descriptive",#D95F02
W32_Ninigret.Pond..Rhode.Island,1990,1990,1992.99,5.421099978230142,6.02183518988932,6.61963975512729,5.450238624656819,6.056421732232933,6.653852758371667,0.22703624524940735,1.2376902633511988,2.2514278136150803,2.2067552858426414,14.927422397814524,34.968517598149845,412.3346141106667,426.8453340328017,W32,W32,"Ninigret Pond, Rhode Island",1960,520,6.311734809152915,520,551,decrease,unspecified,O,Temperate,32,41.355384,-71.673691,zostera marina,Temperate North Atlantic West,no,1,aerial photography,coastal development (housing),"visual, descriptive",#D95F02
W39_BIGMH...Big.Annenessex,1980,1984,1989.99,2.18966948930328,2.846889734071997,3.490414993809361,3.5861940263405834,4.022954266065282,4.486388636674804,7.002173634172586,21.694937520563172,39.86497546482687,13.824708801954317,38.18220108820155,71.69553942191672,17.234095773988827,55.865905024016726,Chesapeake Bay,W39,BIGMH - Big Annenessex,1984,0,0.9555114450274363,112,114.6,none,unspecified,O,Temperate,21,36.99044,-76.47544,zostera marina,Temperate North Atlantic West,yes,5,NA,NA,none,#D95F02
W39_BIGMH...Big.Annenessex,1990,1990,1999.99,3.587205013205602,4.024130045679007,4.488138776032775,3.8902699464061308,4.273974288524048,4.650911406126661,-3.7097393145772948,2.542440813417368,9.085231475613927,-27.70173554591659,16.0085360363992,60.025973775208634,55.93162964751066,71.80644882492476,Chesapeake Bay,W39,BIGMH - Big Annenessex,1984,0,0.9555114450274363,112,114.6,none,unspecified,O,Temperate,21,36.99044,-76.47544,zostera marina,Temperate North Atlantic West,yes,5,NA,NA,none,#D95F02
W39_BIGMH...Big.Annenessex,2000,2000,2005.99,3.890226164969179,4.274579791976268,4.651977825222469,3.8119703006973498,4.597113145673202,5.46110466009664,-8.454059556489728,5.722213814681498,23.052507466465705,-34.51135565034486,27.257024781397135,165.47448567151295,71.84994104359534,99.19753306380633,Chesapeake Bay,W39,BIGMH - Big Annenessex,1984,0,0.9555114450274363,112,114.6,none,unspecified,O,Temperate,21,36.99044,-76.47544,zostera marina,Temperate North Atlantic West,yes,5,NA,NA,none,#D95F02
W39_CB5MH...Chesapeake.Bay,1980,1984,1989.99,5.196993944035968,5.736527917492996,6.262644816603861,5.860807408308742,6.191026695529169,6.54743059159391,-0.4375815283873127,8.088800886071512,16.360558808661064,-11.87496559025664,177.1143472560465,367.55384568707444,309.9862425095601,488.3472328388258,Chesapeake Bay,W39,CB5MH - Chesapeake Bay,1984,270,5.660178837174069,1120,1137.2,none,unspecified,O,Temperate,21,37.81347,-76.29467,zostera marina,Temperate North Atlantic West,yes,5,NA,NA,none,#D95F02
W39_CB5MH...Chesapeake.Bay,1990,1990,1999.99,5.861593738120481,6.191615897942464,6.548373225166478,6.31096120300666,6.6499942289273255,6.980645721474507,-0.3453456691321688,4.7277255322974,9.38970206748974,-22.800358782712102,282.25697491790766,598.0736105573313,488.6350529907777,772.7798657535142,Chesapeake Bay,W39,CB5MH - Chesapeake Bay,1984,270,5.660178837174069,1120,1137.2,none,unspecified,O,Temperate,21,37.81347,-76.29467,zostera marina,Temperate North Atlantic West,yes,5,NA,NA,none,#D95F02
