studyid,additional_ref,author_ts,site,year,season,area,area_units,depth,measurement method,area_error,depth_cat,first_year,last_year,duration,num_points,A1,A2,pub_year,journal,title,lat,lon,dom_species,all_species,meadow_lh,meadow_lh_simple,lh_group,lh_group2,lh_group3,notes,a priori trajectory,att_method,driver effect,certainty,primary driver,statistical analysis,other drivers considered,interaction of drivers considered,secondary driver attribution,secondary driver statistical analysis,apriori_cat,none,inferential,visual,descriptive,experiment,tidied_drivers,measurement_cat,waycott_study,study_site,site_groupings,site_duplication,Country,ECOREGION,PROV_CODE,PROVINCE,REALM,ECO_CODE_X,Lat_Zone,absolute_change,lat_zone2,lh,study_site_grouping,min_area,max_area,ten_percent,plus_10,log_area,max_plus_0.1,decade,decade_time_points,num_unique_years,bioregion,bioregion_colours,max_max_area,most_recent,recent_max_area,net_change,net_change_sign,bioregion_levels,bioregion_striptext
45,NA,Sonoki et al.,East area,2011,November,2,ha,subtidal,acoustic surveys,NA,subtidal,2011,2013,2,3,2,0,2016,PLoS ONE,Using Acoustics to Determine Eelgrass Bed Distribution and to Assess the Seasonal Variation of Ecosystem Service,34.290447,132.926506,zostera marina,zostera marina,CO,O,CO,CO,O,suggest that difference between North area and East area is because of wave exposure (and possible ferry traffic); main purpose was to measure blue carbon,none,none,NA,NA,none,NA,NA,NA,NA,NA,none,TRUE,FALSE,FALSE,FALSE,FALSE,NA,acoustics/sonar,FALSE,45_East area,45,no,Japan,Central Kuroshio Current,9,Warm Temperate Northwest Pacific,Temperate Northern Pacific,51,Temperate,-2,Temperate,O,4545,2,2,0.2,2.2,0.7884573603642703,2.2,2010,3,3,Temperate North Pacific,#1B9E77,NA,NA,NA,-2,loss,Temperate North Pacific,"Temperate
North Pacific"
R1,NA,Bertelli et al.,Angle,1996,NA,5.22,ha,intertidal,GPS field survey techniques,NA,intertidal,1996,2016,20,10,5.22,40.68,2017,Marine Pollution Bulletin,"Finding some seagrass optimism in Wales, the case of Zostera noltiii",51.680332,-5.046985,zostera noltei,zostera noltei,CO,O,CO,CO,O,also has percent cover and shoot density estimates over time; some areas might need to be tagged in the event sheet as coming under the protection of the SAC; study R1 also provided total area within Milford Haven — might be useful to aggregate (just summing area cover) if wanting to look at how scale of observation changes things.,decrease,descriptive,none,NA,oil spill,none,"bait digging, nutrients",none,none,NA,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,oil spill,ground mapping,FALSE,R1_Angle,R1,no,United Kingdom,Celtic Seas,2,Northern European Seas,Temperate Northern Atlantic,26,Temperate,35.46,Temperate,O,R1R1,5.22,40.68,0.522,5.742,1.7478075816988723,41.202,1990,1,10,Temperate North Atlantic East,#7570B3,NA,NA,NA,35.46,gain,Temperate North Atlantic East,"Temperate North
Atlantic East"
R1,NA,Bertelli et al.,Carew,2008,NA,3.18,ha,intertidal,GPS field survey techniques,NA,intertidal,2008,2016,8,7,3.18,6.92,2017,Marine Pollution Bulletin,"Finding some seagrass optimism in Wales, the case of Zostera noltiii",51.719458,-4.865192,zostera noltei,zostera noltei,CO,O,CO,CO,O,also has percent cover and shoot density estimates over time; some areas might need to be tagged in the event sheet as coming under the protection of the SAC,decrease,none,NA,NA,NA,NA,NA,NA,NA,NA,decrease,TRUE,FALSE,FALSE,FALSE,FALSE,NA,ground mapping,FALSE,R1_Carew,R1,no,United Kingdom,Celtic Seas,2,Northern European Seas,Temperate Northern Atlantic,26,Temperate,3.7399999999999998,Temperate,O,R1R1,1.04,8.07,0.10400000000000001,3.2840000000000003,1.1890621915901818,8.174,2000,2,7,Temperate North Atlantic East,#7570B3,NA,NA,NA,3.7399999999999998,gain,Temperate North Atlantic East,"Temperate North
Atlantic East"
R1,NA,Bertelli et al.,Cosheston,2008,NA,0.24,ha,intertidal,GPS field survey techniques,NA,intertidal,2008,2014,6,6,0.24,0.69,2017,Marine Pollution Bulletin,"Finding some seagrass optimism in Wales, the case of Zostera noltiii",51.696337,-4.916962,zostera noltei,zostera noltei,CO,O,CO,CO,O,also has percent cover and shoot density estimates over time; some areas might need to be tagged in the event sheet as coming under the protection of the SAC,decrease,none,NA,NA,NA,NA,NA,NA,NA,NA,decrease,TRUE,FALSE,FALSE,FALSE,FALSE,NA,ground mapping,FALSE,R1_Cosheston,R1,no,United Kingdom,Celtic Seas,2,Northern European Seas,Temperate Northern Atlantic,26,Temperate,0.44999999999999996,Temperate,O,R1R1,0.21,1.77,0.021,0.261,-1.3432348716594436,1.791,2000,2,6,Temperate North Atlantic East,#7570B3,NA,NA,NA,0.44999999999999996,gain,Temperate North Atlantic East,"Temperate North
Atlantic East"
R1,NA,Bertelli et al.,Garron pill,2008,NA,4.52,ha,intertidal,GPS field survey techniques,NA,intertidal,2008,2016,8,8,4.52,4.65,2017,Marine Pollution Bulletin,"Finding some seagrass optimism in Wales, the case of Zostera noltiii",51.733844,-4.879809,zostera noltei,zostera noltei,CO,O,CO,CO,O,also has percent cover and shoot density estimates over time; some areas might need to be tagged in the event sheet as coming under the protection of the SAC,decrease,none,NA,NA,NA,NA,NA,NA,NA,NA,decrease,TRUE,FALSE,FALSE,FALSE,FALSE,NA,ground mapping,FALSE,R1_Garron pill,R1,no,United Kingdom,Celtic Seas,2,Northern European Seas,Temperate Northern Atlantic,26,Temperate,0.13000000000000078,Temperate,O,R1R1,3.9,5.59,0.39,4.909999999999999,1.591273941806429,5.9799999999999995,2000,2,8,Temperate North Atlantic East,#7570B3,NA,NA,NA,0.13000000000000078,gain,Temperate North Atlantic East,"Temperate North
Atlantic East"
R1,NA,Bertelli et al.,Hobbs point,2008,NA,2.09,ha,intertidal,GPS field survey techniques,NA,intertidal,2008,2016,8,7,2.09,3.49,2017,Marine Pollution Bulletin,"Finding some seagrass optimism in Wales, the case of Zostera noltiii",51.696953,-4.945276,zostera noltei,zostera noltei,CO,O,CO,CO,O,also has percent cover and shoot density estimates over time; some areas might need to be tagged in the event sheet as coming under the protection of the SAC,decrease,none,NA,NA,NA,NA,NA,NA,NA,NA,decrease,TRUE,FALSE,FALSE,FALSE,FALSE,NA,ground mapping,FALSE,R1_Hobbs point,R1,no,United Kingdom,Celtic Seas,2,Northern European Seas,Temperate Northern Atlantic,26,Temperate,1.4000000000000004,Temperate,O,R1R1,0.79,3.49,0.07900000000000001,2.169,0.7742662318447373,3.5690000000000004,2000,2,7,Temperate North Atlantic East,#7570B3,NA,NA,NA,1.4000000000000004,gain,Temperate North Atlantic East,"Temperate North
Atlantic East"
R1,NA,Bertelli et al.,Pembroke river,2007,NA,54.99,ha,intertidal,GPS field survey techniques,NA,intertidal,2007,2014,7,8,54.99,97.41,2017,Marine Pollution Bulletin,"Finding some seagrass optimism in Wales, the case of Zostera noltiii",51.679683,-4.964767,zostera noltei,zostera noltei,CO,O,CO,CO,O,also has percent cover and shoot density estimates over time; some areas might need to be tagged in the event sheet as coming under the protection of the SAC,decrease,descriptive,no effect,NA,oil spill,none,NA,NA,NA,NA,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,oil spill,ground mapping,FALSE,R1_Pembroke river,R1,no,United Kingdom,Celtic Seas,2,Northern European Seas,Temperate Northern Atlantic,26,Temperate,42.419999999999995,Temperate,O,R1R1,54.99,99.36,5.4990000000000006,60.489000000000004,4.102461530324049,104.859,2000,3,8,Temperate North Atlantic East,#7570B3,NA,NA,NA,42.419999999999995,gain,Temperate North Atlantic East,"Temperate North
Atlantic East"
R1,NA,Bertelli et al.,Pwllcrochan flats,2008,NA,0.17,ha,intertidal,GPS field survey techniques,NA,intertidal,2008,2016,8,6,0.17,3.85,2017,Marine Pollution Bulletin,"Finding some seagrass optimism in Wales, the case of Zostera noltiii",51.689033,-5.006953,zostera noltei,zostera noltei,CO,O,CO,CO,O,also has percent cover and shoot density estimates over time; some areas might need to be tagged in the event sheet as coming under the protection of the SAC,decrease,none,NA,NA,NA,NA,NA,NA,NA,NA,decrease,TRUE,FALSE,FALSE,FALSE,FALSE,NA,ground mapping,FALSE,R1_Pwllcrochan flats,R1,no,United Kingdom,Celtic Seas,2,Northern European Seas,Temperate Northern Atlantic,26,Temperate,3.68,Temperate,O,R1R1,0.13,3.85,0.013000000000000001,0.18300000000000002,-1.698269126140716,3.863,2000,1,6,Temperate North Atlantic East,#7570B3,NA,NA,NA,3.68,gain,Temperate North Atlantic East,"Temperate North
Atlantic East"
R1,NA,Bertelli et al.,Sprinkle Pill,2008,NA,0.16,ha,intertidal,GPS field survey techniques,NA,intertidal,2008,2016,8,6,0.16,0.32,2017,Marine Pollution Bulletin,"Finding some seagrass optimism in Wales, the case of Zostera noltiii",51.760104,-4.900501,zostera noltei,zostera noltei,CO,O,CO,CO,O,also has percent cover and shoot density estimates over time; some areas might need to be tagged in the event sheet as coming under the protection of the SAC,decrease,none,NA,NA,NA,NA,NA,NA,NA,NA,decrease,TRUE,FALSE,FALSE,FALSE,FALSE,NA,ground mapping,FALSE,R1_Sprinkle Pill,R1,no,United Kingdom,Celtic Seas,2,Northern European Seas,Temperate Northern Atlantic,26,Temperate,0.16,Temperate,O,R1R1,0.11,0.87,0.011000000000000001,0.171,-1.7660917224794772,0.881,2000,2,6,Temperate North Atlantic East,#7570B3,NA,NA,NA,0.16,gain,Temperate North Atlantic East,"Temperate North
Atlantic East"
47,47a,Misbari et al.,Straits of Johor,1989,June,1988.64,ha,"intertidal, subtidal",Landsat; ground truthing,NA,mixed,1989,2014,25,6,1988.64,1619.82,2016,Remote Sensing,Change detection of submerged seagrass biomass in shallow coastal water,1.285702,103.531552,"enhalus acoroides, halophila ovalis","enhalus acoroides, halophila ovalis, cymodocea serrulata, halodule uninervis",C-P,C-P,CP,CP,mixed,best guess is intertidal and subtidal; objective was to use remote sensing to detect seagrass change,none,descriptive,negative,NA,shipping traffic; oil spills; nutrients; coastal development; water quality,none,NA,none,none,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development; oil spills; water quality,satellite,FALSE,47_Straits of Johor,Straits of Johor,yes,Malaysia,Malacca Strait,26,Sunda Shelf,Central Indo-Pacific,118,Tropical,-368.82000000000016,Tropical,other,Straits of Johor47,845.55,3334.05,84.555,2073.195,7.636846174581986,3418.605,1980,1,6,Tropical Indo-Pacific,#E6AB02,3418.605,2014,TRUE,-368.82000000000016,loss,Tropical Indo-Pacific,Tropical Indo-Pacific
61,NA,Holon et al.,Provence-Alpes-Cote-D'Azur (PACA),1922,NA,14528.3,ha,"0-15m; intertidal, subtidal",aerial photography,NA,mixed,1922,2012,90,2,14528.3,13111.8,2015,"Estuarine, Coastal, and Shelf Science",The impact of 85 years of coastal development on shallow seagrass beds (Posidonia oceanica L. (Delile)) in South Eastern France: A slow but steady loss without recovery,43.09056,6.49473,posidonia oceanica,posidonia oceanica,P,P,P,P,P,"They also calculated distance of impacts - The impact magnitude of all different types of coastline settlements. Principal causes of seagrass loss were harbours (83.8%) and artificial beaches (10.3%). principal causes were harbours (83.8%) and artificial beaches (10.3%). principal causes were harbours (83.8%) and artificial beaches (10.3%). Highest reclamation area from the sea was observed between 1920 (1643.19ha) and 2010 (3945.56ha); (harbours, ports of refuge, landfills, artificial beaches, groynes and pontoons) that caused losses (level 1 of certainty) were analyzed. The area (in m2;) of every settlement of each type was calculated and the total (direct þ indirect) area of meadow loss was estimated within a 200 m, 500 m, 1000 m, 2000 m, 5000 m and 10 000 m radius from them.",decrease,"visual comparison, descriptive",negative,NA,"land reclamation - artifical coastline construction (harbours, ports of refuge, landfills, artifical beaches, groynes and pontoons), submarine pipelines, aquatic farms",visual comparison of aerial photographs; before after comparisons,anchoring and military activities,none,visual comparison of maps,NA,decrease,FALSE,FALSE,TRUE,TRUE,FALSE,"coastal development (land reclamation, coastal armouring, subtidal pipelines); aquaculture",aerial photography,FALSE,61_Provence-Alpes-Cote-D'Azur (PACA),61,no,France,Western Mediterranean,4,Mediterranean Sea,Temperate Northern Atlantic,35,Temperate,-1416.5,Temperate,P,6161,13111.8,14528.3,1311.18,15839.48,9.67026083654673,15839.48,pre-1940s,1,2,Mediterranean,#66A61E,NA,NA,NA,-1416.5,loss,Mediterranean,Mediterranean
62,NA,Hossain et al.,Punang-Sari estuary (Lawas),2000,March,225.4185126,ha,"intertidal, subtidal",landsat,NA,mixed,1998,2014,16,27,22.21681983,37.0926259,2015,Continental Shelf Research,"Application of Landsat images to seagrass areal cover change analysis for Lawas, Terengganu and Kelantan of Malaysia",4.91667,115.33333,halodule pinifolia,"halodule pinifolia, thalassia hemprichii, halophila minor, halophila ovalis, cymodocea rotundata",CO,O,CO,CO,O,"Specific objectives of this study were to: (1) estimate identifiable changes in the seagrasses and coastal land cover areas with differing landscape structure, and coastlines, using radio- metric enhancement integrated with seed pixel growing algorithm on multi-date Landsat images for the intertidal and subtidal sea- grass meadows of Lawas, and lagoons of Terengganu and Kelantan, and (2) identify and discuss possible links between seagrass cover changes and natural and anthropogenic drivers. No real evidence behind attributions.
Data extracted for aerial cover from Figure 5.",none,"visual comparison, descriptive",negative,NA,sand shifting (hydrology),"descriptive, visual -field observations and image comparison; land use and cover analysis, image comparisons",agriculture,no,descriptive,NA,none,FALSE,FALSE,TRUE,TRUE,FALSE,hydrology,satellite,FALSE,62_Punang-Sari estuary (Lawas),62,no,Malaysia,Palawan/North Borneo,30,Western Coral Triangle,Central Indo-Pacific,126,Tropical,14.875806070000003,Tropical,O,6262,12.38178347,269.9560967,1.238178347,226.65669094700002,5.42343649800561,271.19427504699996,2000,17,16,Tropical Indo-Pacific,#E6AB02,NA,NA,NA,14.875806070000003,gain,Tropical Indo-Pacific,Tropical Indo-Pacific
62,NA,Hossain et al.,Pengkalan Nangka (Kelantan) lagoon,1998,September,22.21681983,ha,"intertidal, subtidal",landsat,NA,mixed,1998,2014,16,13,22.21681983,37.0926259,2015,Continental Shelf Research,"Application of Landsat images to seagrass areal cover change analysis for Lawas, Terengganu and Kelantan of Malaysia",4.65,103.43333,"halodule pinifolia, halophila beccarii","halodule pinifolia, halophila beccarii",C-CO,C-O,CO,C,C,Field observations (2014) showed that there had sand mining activities in 1998 caused Seagrass loss and patchiness (images acquired in 1999 (July) and 2001 (September)). Consistent bare sand class at L2 also supported sand mining and digging activities that had occurred in 1998 and later in 2004.,none,"visual comparison, descriptive",negative,NA,coastline change sand shifting; dredging; floods,none,agriculture,no,descriptive,NA,none,FALSE,FALSE,TRUE,TRUE,FALSE,hydrology; coastal development (dredging); floods,satellite,FALSE,62_Pengkalan Nangka (Kelantan) lagoon,62,no,Malaysia,Sunda Shelf/Java Sea,26,Sunda Shelf,Central Indo-Pacific,117,Tropical,14.875806070000003,Tropical,C,6262,12.38178347,37.37272883,1.238178347,23.454998177,3.1550836140571183,38.610907177,1990,2,10,Tropical Indo-Pacific,#E6AB02,NA,NA,NA,14.875806070000003,gain,Tropical Indo-Pacific,Tropical Indo-Pacific
62,NA,Hossain et al.,Paka (Terengganu) lagoon,1988,July,51.68002105,ha,"intertidal, subtidal",landsat,NA,mixed,1988,2014,26,14,51.68002105,26.86997673,2015,Continental Shelf Research,"Application of Landsat images to seagrass areal cover change analysis for Lawas, Terengganu and Kelantan of Malaysia",6.21667,102.13333,"halodule pinifolia, halophila beccarii","halodule pinifolia, halophila beccarii",C-CO,C-O,CO,C,C,Data extracted for aerial cover from Figure 5.,none,"visual comparison, descriptive",negative,NA,coastline change sand shifting; dredging; floods,none,salinity,no,descriptive,NA,none,FALSE,FALSE,TRUE,TRUE,FALSE,hydrology; coastal development (dredging); floods,satellite,FALSE,62_Paka (Terengganu) lagoon,62,no,Malaysia,Sunda Shelf/Java Sea,26,Sunda Shelf,Central Indo-Pacific,117,Tropical,-24.81004432,Tropical,C,6262,22.44678262,52.0617626,2.2446782620000003,53.924699312,3.9875886162188765,54.306440862,1980,1,13,Tropical Indo-Pacific,#E6AB02,NA,NA,NA,-24.81004432,loss,Tropical Indo-Pacific,Tropical Indo-Pacific
65,NA,Barrell & Grant,Patch 1 - McCormacks Beach,2008,July,3.9e-4,ha,intertidal,"aerial photography, gps",NA,intertidal,2008,2010,2,2,3.9e-4,0.001059501,2015,Progress in Physical Geography,"High-resolution, low-altitude aerial photography in physical geography: A case study characterizing eelgrass (Zostera marina L) and blue mussel (Mytilus edulis L.) landscape mosaic structure",44.60833,-63.495,zostera marina,zostera marina,CO,O,CO,CO,O,This study is more of a methodological paper using seagrass and mussels as an example.,none,none,NA,NA,none,none,NA,NA,NA,NA,none,TRUE,FALSE,FALSE,FALSE,FALSE,NA,aerial photography,FALSE,65_Patch 1 - McCormacks Beach,65,no,Canada,Scotian Shelf,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,39,Temperate,6.695010000000001e-4,Temperate,O,6565,3.9e-4,0.001059501,3.9e-5,4.29e-4,-7.754053639036257,0.001098501,2000,1,2,Temperate North Atlantic West,#D95F02,NA,NA,NA,6.695010000000001e-4,gain,Temperate North Atlantic West,"Temperate North
Atlantic West"
65,NA,Barrell & Grant,Patch 2 - McCormacks Beach,2008,July,2.78e-4,ha,intertidal,"aerial photography, gps",NA,intertidal,2008,2010,2,2,2.78e-4,5.82e-4,2015,Progress in Physical Geography,"High-resolution, low-altitude aerial photography in physical geography: A case study characterizing eelgrass (Zostera marina L) and blue mussel (Mytilus edulis L.) landscape mosaic structure",44.60833,-63.495,zostera marina,zostera marina,CO,O,CO,CO,O,This study is more of a methodological paper using seagrass and mussels as an example.,none,none,NA,NA,none,none,NA,NA,NA,NA,none,TRUE,FALSE,FALSE,FALSE,FALSE,NA,aerial photography,FALSE,65_Patch 2 - McCormacks Beach,65,no,Canada,Scotian Shelf,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,39,Temperate,3.0400000000000007e-4,Temperate,O,6565,2.78e-4,5.82e-4,2.7799999999999998e-5,3.0579999999999995e-4,-8.092579264469313,6.098000000000001e-4,2000,1,2,Temperate North Atlantic West,#D95F02,NA,NA,NA,3.0400000000000007e-4,gain,Temperate North Atlantic West,"Temperate North
Atlantic West"
